"Object Number","Collection Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Level","Full Name","Scope And Content","Date","Extent","Physical/Technical","Multimedia name","Copyright","Multimedia irn"
"2001/090/1/4/1/67","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","default","default","Feb-52","1 photograph","1 b/w photograph, glued into album.","default","default","default"
"2001/090/1/4/1/68","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Sagana Lodge, Nyeri","View across gardens of Sagana Lodge, the ""Royal Lodge"" presented to Princess Elizabeth who according to Trotter's caption left Kenya without visiting it, although she is believed to in fact have spent one night there. The photograph shows a ground floor timber building with a tiled roof set amongst trees and copious flower boundaries.  A gravel circular drive curves in front of the building.","February 1952","1 photograph","1 b/w photograph, glued into album.","9026.tif","[Copyright] Bristol Record Office",114585
"2001/090/1/4/1/69","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","default","default","Feb-52","1 photograph","1 b/w photograph, glued into album.","default","default","default"
"2001/090/1/4/1/7","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","African chiefs wait behind guard, Eastleigh Airport","A crowd of African male spectators with front most spectators wearing tribal dress sit behind a rope line waiting for the arrival of the Royal party.  In front of this stands an official guard who, standing to attention, wears a fez.","February 1952","1 photograph","1 b/w photograph, glued into album.","8991.tif","[Copyright] Bristol Record Office",121112
"2001/090/1/4/1/70","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Sagana Lodge and grounds","Rear elevation of Sagana Lodge, a ground floor timber building on a stone basement with a tiled roof set amongst trees and copious flower boundaries.  In the foreground is a garden with unidentified plants growing in it.  A secondary, smaller building is set back from the main lodge.","February 1952","1 photograph","1 b/w photograph, glued into album.","9027.tif","[Copyright] Bristol Record Office",114587
"2001/090/1/4/1/71","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","default","default","Feb-52","1 photograph","1 b/w photograph, glued into album.","default","default","default"
"2001/090/1/4/1/72","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","default","default","Feb-52","1 photograph","1 b/w photograph, glued into album.","default","default","default"
"2001/090/1/4/1/73","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","River running through the grounds of Sagana Lodge","View down from a grassy bank onto a river running through the grounds of the Sagana (Royal) Lodge.  On the right hand side it is bordered by a small path and a more indistinguishable track on the other side of the river.  Lots of trees surround.","February 1952","1 photograph","1 b/w photograph, glued into album.","9028.tif","[Copyright] Bristol Record Office",115865
"2001/090/1/4/1/74","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","default","default","Feb-52","1 photograph","1 b/w photograph, glued into album.","default","default","default"
"2001/090/1/4/1/75","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","default","default","Feb-52","1 photograph","1 b/w photograph, glued into album.","default","default","default"
"2001/090/1/4/1/76","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Guard looking over the gardens of Sagana Lodge","An African guard looking out to the garden that adjoins the Sagana (Royal) Lodge.   He is standing on a grassy bank overlooking a stream / river than runs through the garden.  The area is heavily wooded.","February 1952","1 photograph","1 b/w photograph, glued into album.","9029.tif","[Copyright] Bristol Record Office",119044
"2001/090/1/4/1/77","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Press conference at Sagana Lodge to announce the death of King George VI","A group of nine people in a room of the Sagana ""Royal"" Lodge who are engaged in writing down the news of the death of King George VI.   A man who is standing appears to address the group.  The Royal couple had been due to spend a holiday at the Lodge but left folllowing news of the King's death.","February 1952","1 photograph","1 b/w photograph, glued into album.","9030.tif","[Copyright] Bristol Record Office",118749
"2001/090/1/4/1/78","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","default","default","Feb-52","1 photograph","1 b/w photograph, glued into album.","default","default","default"
"2001/090/1/4/1/79","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Memorial service to King George VI, Nairobi Cathedral","Exterior view of Nairobi Cathedral, taken at a distance from the cathedral and showing a large number of people, possibly schoolchildren, seated on chairs in the grounds. There are about 20 cars parked in the  foreground.","February 1952","1 photograph","1 b/w photograph, glued into album.","9031.tif","[Copyright] Bristol Record Office",117592
"2001/090/1/4/1/8","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Governor of Kenya, Sir Phillip Mitchell","The Govenor of Kenya, wearing a helmet with a plume of feathers, greets an African elder dressed in a leopard skin neck ruff and a plume of feathers on his head.  Surrounding them are other African chiefs awaiting the arrival of the royal party.","February 1952","1 photograph","1 b/w photograph, glued into album.","412.tif","[Copyright] Bristol Record Office",115508
"2001/090/1/4/1/80","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Schoolchildren outside Nairobi Cathedral","The photograph has been taken at a distance in front of the cathedral and shows a large group of school children with heads bowed sitting in front of the cathedral's main entrance. The flag of St George is at half mast at the top of the left hand tower.","February 1952","1 photograph","1 b/w photograph, glued into album.","9032.tif","[Copyright] Bristol Record Office",117591
"2001/090/1/4/1/81","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Mourners outside Nairobi Cathedral","This photograph has been taken at a distance from the cathedral and shows a large number of people seated on rows of chairs on several sides of the building. Various onlookers (European, Asian and African) stand near a wall in the foreground.","February 1952","1 photograph","1 b/w photograph, glued into album.","9033.tif","[Copyright] Bristol Record Office",117593
"2001/090/1/4/1/82","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","default","default","Feb-52","1 photograph","1 b/w photograph, glued into album.","default","default","default"
"2001/090/1/4/1/9","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Sir Phillip Mitchell with African Chiefs","Photograph depicting the Govenor of Kenya, Sir Phillip Mitchell looking down into the camera at Eastleigh Airport.  He wears spectacles, has a white coloured suit with a sash and a row of medals on the left  of his chest.  On his right are standing a group of elderly African chiefs.","February 1952","1 photograph","1 b/w photograph, glued into album.","8992.tif","[Copyright] Bristol Record Office",115509
"2001/090/1/4/2","Trotter","Kenya","default","default","default","default","default","default","default","default","default","File","Langa-Langa Racing Circuit","The 3 mile Langa-Langa racing circuit at Gilgil in the Rift Valley was inaugurated in 1951 by Eric Cecil using perimeter roads built during WW2. It was only in use for a short time before Mau Mau activities in the mid 1950s rendered the course unsafe. It was also the impetus for the 1953 inauguration of the East African Safari Rally, when Cecil's cousin Neil Vincent declared, with reference to the new circuit, that it was too boring to drive round and round a track!

Trotter's album of 1952 photographs must capture one of relatively few races to be held at Langa-Langa. The images show cars and workers at the service pit, the starting grid for various car and motorbike races and many photographs of individual cars/ bikes and their drivers. There are also several shots of spectators around the perimeter and on the bends. 

Motorsport was one of Trotter's passions, and he photographed many competitions, including the East African Safari Rally over several years. More detail on the cars and their drivers at Langa-Langa can be found in the negative book 2001/090/1/2/1.","March 1952","1 volume","1 hardbacked binder containing 78 pages, half of which have b/w photographs glued to them. Many of the facing pages are stained as a result of excess glue which has seeped out from under the photographs. All the photos have a corresponding negative number stuck to the page with sellotape, and additionally have the negative number written across them in ink.","default","default","default"
"2001/090/1/4/3","Trotter","Kenya","Uganda","default","default","default","default","default","default","default","default","File","The Queen Mother's Visit to East Africa","This album, compiled by Trotter, contains 22 pictures of H.M. Queen Elizabeth the Queen Mother's visit to East Africa in February 1959. Trotter took a huge number of photographs during this visit, and this selection represents a very small number of the images available in negative form. As with the photographs of Princess Elizabeth and Prince Philip in 2001/090/1/4/1, it is clear that Trotter was allowed considerable access during the visit, and took many photographs at close quarters.

There are a number of pictures taken inside the gardens of Government House, Nairobi, with Queen Elizabeth accompanied by Sir Evelyn and Lady Mary Baring, the Governor of Kenya and his wife. She is also pictured with them at a state reception. There are images of her boarding the Royal train which carried her around Kenya, arriving at Entebbe Airport and in her official car. She is shown making official visits in Nakuru, Aberdare National Park, the Eldoret Show, Baraza and Nakivubu Stadium and inspecting a Police guard of honour at Narok. A number of the images show her being presented with gifts or being cheered by wellwishers.

There are many more photographs from this visit in the sets of prints at 2001/090/1/3, most notably in 2001/090/1/3/ 3 and 2001/090/1/3/10.","February 1959","1 volume","1 hardbacked album containing 24 pages, all but 2 of which have b/w photographs inserted into them. Typescript captions are glued underneath each image.","default","default","default"
"2001/090/1/4/3/1","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","default","default","default","1 photograph","1 b/w photograph, glued into album.","default","default","default"
"2001/090/1/4/3/10","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","default","default","default","1 photograph","1 b/w photograph, glued into album.","default","default","default"
"2001/090/1/4/3/11","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","default","default","default","1 photograph","1 b/w photograph, glued into album.","default","default","default"
"2001/090/1/4/3/12","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","default","default","default","1 photograph","1 b/w photograph, glued into album.","default","default","default"
"2001/090/1/4/3/13","Trotter","Uganda","default","default","default","default","default","default","default","default","default","Item","default","default","default","1 photograph","1 b/w photograph, glued into album.","default","default","default"
"2001/090/1/4/3/14","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","default","default","default","1 photograph","1 b/w photograph, glued into album.","default","default","default"
"2001/090/1/4/3/15","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","default","default","default","1 photograph","1 b/w photograph, glued into album.","default","default","default"
"2001/090/1/4/3/16","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","default","default","default","1 photograph","1 b/w photograph, glued into album.","default","default","default"
"2001/090/1/4/3/17","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","default","default","default","1 photograph","1 b/w photograph, glued into album.","default","default","default"
"2001/090/1/4/3/18","Trotter","Uganda","default","default","default","default","default","default","default","default","default","Item","default","default","default","1 photograph","1 b/w photograph, glued into album.","default","default","default"
"2001/090/1/4/3/19","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","default","default","default","1 photograph","1 b/w photograph, glued into album.","default","default","default"
"2001/090/1/4/3/2","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","default","default","default","1 photograph","1 b/w photograph, glued into album.","default","default","default"
"2001/090/1/4/3/20","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","default","default","default","1 photograph","1 b/w photograph, glued into album.","default","default","default"
"2001/090/1/4/3/21","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","default","default","default","1 photograph","1 b/w photograph, glued into album.","default","default","default"
"2001/090/1/4/3/22","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","default","default","default","1 photograph","1 b/w photograph, glued into album.","default","default","default"
"2001/090/1/4/3/3","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","default","default","default","1 photograph","1 b/w photograph, glued into album.","default","default","default"
"2001/090/1/4/3/4","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","default","default","default","1 photograph","1 b/w photograph, glued into album.","default","default","default"
"2001/090/1/4/3/5","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","default","default","default","1 photograph","1 b/w photograph, glued into album.","default","default","default"
"2001/090/1/4/3/6","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","default","default","default","1 photograph","1 b/w photograph, glued into album.","default","default","default"
"2001/090/1/4/3/7","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","default","default","default","1 photograph","1 b/w photograph, glued into album.","default","default","default"
"2001/090/1/4/3/8","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","default","default","default","1 photograph","1 b/w photograph, glued into album.","default","default","default"
"2001/090/1/4/3/9","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","default","default","default","1 photograph","1 b/w photograph, glued into album.","default","default","default"
"2001/090/1/5","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Series","Enlargements","These photographs are all enlarged and/or mounted prints of images from Trotter's negative collection. Many of them have a duplicate elsewhere in the prints collection. They have clearly been enlarged for a variety of reasons including sale, commercial display or entry in competitions. Around half have been annotated on the reverse, with negative numbers, descriptions and/or prices. 

The enlargements have been arranged into boxes along broadly thematic lines including Nairobi and coastal scenes, industry, sporting and wildlife/ scenery. The fifth box is more miscellaneous in nature and includes images from Princess Elizabeth's 1952 visit to Kenya and from various public events.","1951 - 1962","5 boxes","default","default","default","default"
"2001/090/1/5/1","Trotter","Kenya","Zanzibar","default","default","default","default","default","default","default","default","File","Nairobi & the Coast","The enlarged prints in this box mainly feature scenes of Nairobi and the Kenya Coast, with a small number of miscellaneous images also included. 

The Nairobi pictures include street and aerial views showing 1950s development such as the Princess Elizabeth Highway, the Parliament Building, Law Courts, Church House, Barclays Bank and Kenya Police Headquarters (Kingsway) and commercial buildings including G&R, Bata, Lowiss & Hodgkiss, the interior of several unidentified shops, restaurants and offices, a trade stand at a Kikuyu market and an Esso station.  The pictures taken on the coast include street scenes and seascapes, Fort Jesus and the Likoni and Kilifi ferries at Mombasa and beach scenes on Zanzibar. There are also two images of brides, a number of pictures of East African Records artists including the Jambo Boys, and two images of the Masai tribesmen with Trotter's camera at Amboseli as also pictured in 2001/090/1/3/10 .","c. 1951 - c. 1961","1 box","42 large b/w photographs all bearing Trotter's stamp on reverse and some also bearing a negative number and/or Trotter's manuscript captions. Many have been mounted using varying methods, and the annotations suggest some were for sale and some possibly used for advertising.","default","default","default"
"2001/090/1/5/1/42","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Maasai men with Trotter's camera","Two African men in Amboseli National Park, believed to be Maasai, peer into the viewfinder of a large format single lens reflex Graflex camera that they hold between them. They are dressed in traditional costume and jewellery and their braided hair is tied back and daubed with ochre.

Duplicates of this print can be found in 2001/090/1/3/10.","1 October 1951","1 photograph","1 large b/w photograph","578.tif","[Copyright] Bristol Record Office",118434
"2001/090/1/5/2","Trotter","Kenya","default","default","default","default","default","default","default","default","default","File","Industrial","The enlarged prints in this box are all on an industrial theme, the majority of them likely to be commissions which Trotter received. Many are unidentified, but they include shots of African, Indian and European workers on factory floors, a laundry, clearing land with heavy machinery, constructing a dam, laying the Mombasa pipeline (Public Works Department), refuelling aircraft and scenes of a slaughterhouse (believed to be owned by the Kenya Meat Commission) and a mine underground. Some of these images, including the airport ones, show participants in the Stanvac Ltd training scheme and there are also scenes in named businesses including Allsops Brewery (interior and exterior shots). There is also a series of images of the processing of sisal, used as a ""picture story"" showing the stages from cultivation and harvesting of the crop through to rope production in a factory. Finally there is one miscellaneous enlargement from the SS Kenya images in 2001/090/1/3/1 which shows a North African man holding Trotter's camera.","c. 1952 - c. 1960","1 box","48 large b/w photographs all bearing Trotter's stamp on reverse and some also bearing a negative number and/or Trotter's manuscript captions. Many have been mounted using varying methods.","default","default","default"
"2001/090/1/5/3","Trotter","Kenya","default","default","default","default","default","default","default","default","default","File","Sporting","The enlargements in this box are all on a sporting theme, and most significantly include images of athletics events and a hockey match from the 1956 Melbourne Olympics, at which Trotter was also a competitor.

A large number feature action shots of motorsports events, one of Charles Trotter's great passions. Events featured include motorcycle and rally car events, many of them unidentified but including speedway 1951, Nakuru Park December 1958 and the East African Safari Rally (formerly Coronation safari) 1960 for which Trotter was the official photographer. Various cars and drivers are shown in action and pre/ post race, including Gandhi and Butt with their Simca Aronde, Fritschy and Ellis in their Mercedes 219, and Joghinder and Jaswant Singh in their VW Beetle. There are also several images of the starting grid, cars in action and the stand at Langa-Langa in 1952, companion images to those found in 2001/090/1/4/2. 

There are also several undated action shots of speedboat racing, including women racers, and some action shots of an athletics meet for employees of the East African Post and Telegraph.","1951 - 1960","1 box","27 large b/w photographs all bearing Trotter's stamp on reverse and some also bearing a negative number and/or Trotter's manuscript captions. Many have been mounted using varying methods.","default","default","default"
"2001/090/1/5/4","Trotter","Kenya","default","default","default","default","default","default","default","default","default","File","Wildlife & Scenery","The enlargements in this box feature East African wildlife and scenery photographed by Trotter. They include duplicate and companion images of lions, elephants, rhinos, the Rift Valley and Mount Kilmanjaro as featured in 2001/090/1/3/10 and Trotter's trek up Kilimanjaro with his friends Garth and Derek as featured in 2001/090/1/3/6. The Kilimanjaro images are in several formats and sizes, including one which looks like an illustration from a book. There are also images of a sunset, possibly taken at Amboseli.","1951 - c. 1960","1 box","17 large b/w and colour photographs all bearing Trotter's stamp on reverse and some also bearing a negative number and/or Trotter's manuscript captions. Many have been mounted using varying methods.","default","default","default"
"2001/090/1/5/5","Trotter","Kenya","default","default","default","default","default","default","default","default","default","File","Various","The enlargements in this box cover a variety of occasions photographed by Trotter, and were possibly grouped together on account of their (very large) size. A number of the images are duplicates of the smaller prints of the royal visit of Princess Elizabeth and the Duke of Edinburgh to Kenya in February 1952, found in the album 2001/090/1/4/1. These include images of the royal couple arriving in Kenya, the reception at Nairobi City Hall, schoolchildren at a Government House garden party, Sagana Lodge and the exterior of Nairobi Cathedral during the memorial service for King George VI.

There are also a number of images which appear to have been taken at the Nairobi Royal Show in June 1952, including a colour parade in front of the outgoing Governor of Kenya, parades of prizewinning cattle and the Tantoni Hunt, and numerous images of showjumping events. There are also images of Scottish dancing displays during an unidentified agricultural show, and Embu drummers at the Nakuru Show in June 1960.

In addition to this, there is an image of Sir Evelyn Baring, Governor of Kenya, on a dais at an unidentified ceremony, the interior of the home of Roddy Antrobus, a contact of Trotter's in the Royal East African Automobile Association, an unidentified military parade, the interior of the new Stanvac offices and an unidentified factory.","1952 - c. 1962","1 box","37 large b/w photographs all bearing Trotter's stamp on reverse and some also bearing a negative number and/or Trotter's manuscript captions. Many have been mounted using varying methods.","default","default","default"
"2001/090/1/6","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Series","Stereoscopic slides","This series consists of c. 330 glass colour stereoscopic slides, contained in 9 small boxes. All but one of the boxes, which is labelled ""Samburu"", are unmarked. The slides appear to follow the same themes as the majority of the prints collection, with images of wildlife, scenery and local tribes. Some of the images are clearly taken at the same time and place as those in the prints collection. A Stereo Realist viewer is included with the box.","[1950s]","2 boxes","c. 330 glass colour Stereo Realist stereoscopic slides, contained in small boxes. Some of the plastic casing around the edges of the slides is starting to peel away.","default","default","default"
"2001/090/1/7","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Series","Film","Charles Trotter carried out the camera work on this 1953 documentary about the Mau Mau insurgency. It is not known whether there are other Trotter films in existence.","1953","default","default","default","default","default"
"2001/090/1/7/1","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Mau Mau","Produced in the US by Rock-Price Productions, with camera work by Charles Trotter and narrated by Chet Huntley, this documentary covers the 1953 Mau Mau uprising which originated amongst the Kikuyu people in Kenya. Alongside footage of actual events, such as Sir Evelyn Baring's visit to Kikuyu country, are a number of rather amateur reconstructions, including courtroom scenes and Mau Mau ceremonies. The narration and music appear dramatised for effect, and much of the text as narrated contains sweeping generalisations which would not be considered appropriate by today's standards.","1953","1 film 16mm Digitised","Running time - c.60 minutes
Length 2200 ft
Colour
Sound","default","default","default"
"2001/090/2","Trotter","Cayman Islands","Barbados","South Africa","Nigeria","Uganda","Kenya","Guyana","Jamaica","Tanzania","default","Series","James and Margaret Trotter material","James Maitland Yorke Trotter (generally known as Maitland) took up his first post with the Department of Land and Surveys in Uganda in 1912, after graduating from Cambridge. After a break for war service he returned to the colony, where he later met Margaret Duncan. She was a post office clerk from Scotland, who had travelled to Africa to work in 1918. James and Margaret married in October 1921, and their son Charles was born in 1923. They stayed in Uganda until 1931, when they transferred to Nigeria. There is no evidence of their movements after this, when they possibly returned to the UK.

The material in this section gives a remarkably full insight into the lives of a young couple at this stage in colonial history. Margaret's diary, together with her early photograph albums, reflects the exuberance and adventure which led young people to travel to the colonies, and the comparative freedom which young women could enjoy there. The later albums and loose prints give a similar insight into family life in East Africa, with the frequent social events for the British community and trips home to the UK set alongside the nomadic lifestyle associated with James Trotter's work as a surveyor. Through the diary and photo captions it is mainly Margaret's voice which emerges, in contrast to many of the more official records of colonial life which are primarily concerned with the careers of men.

Also contained with these images are photographs from James Trotter's mother Anna, who was brought up in the Caribbean in the 1870s. Although there are only a small number of these, they allow an insight into three generations of the same family who all lived in the Empire over a period spanning nearly a century.","c. 1870 - 1937","5 boxes","default","default","default","default"
"2001/090/2/1","Trotter","Guyana","British Guiana","Jamaica","default","default","default","default","default","default","default","File","Caribbean photographs  - James Trotter ancestors","This envelope of photographs contains images of British Guiana and Jamaica c. 1870s, where Trotter's mother Anna Maitland-Makgill-Crichton was brought up.

The images include photographs of the memorial tablet and grave of James Bertie Maitland-Makgill-Crichton, Anna's brother, and Edward Everard Rushworth, their stepfather and a Colonial Secretary, who both died in Jamaica in 1877. There are also mounted images of Government House, Carmichael Street and Water Street in Georgetown, Guiana and a photograph taken fromTankerville, St Andrews, Jamaica (May 1870). There are a number of other unidentified photographs, many of them duplicates, including images of Government House in Guiana and Caribbean street scenes, and two pencil sketches of buildings, one dated 1877. There is also a group photograph of the Bishops of Demerara (Guiana), Jamaica, Barbados and Antigua taken at Demerara Government House in 1874. The envelope in which the photographs were contained is marked with the details of James Trotter's father Thomas.","1870s","1 file, 1 envelope","24 sepia photographs and 2 pencil drawings. Some of the photographs are mounted and some contains manuscript annotations on the reverse or mount.","default","default","default"
"2001/090/2/2","Trotter","Kenya","South Africa","Barbados","Tanzania","Guyana","Nigeria","Uganda","Cayman Islands","default","default","Series","James and Margaret Trotter Photographs","The photographic material in these boxes documents a large proportion of the life overseas of Margaret Trotter (nee Duncan) and the Trotter family. Beginning with Margaret's voyage out to Africa in 1918 and continuing with pictures of James and Margaret as newlyweds, the albums in 2001/090/2/2/1 then extensively record the early childhood of Charles and the family's life in Uganda before Charles returned to boarding school in the UK and his parents moved to Nigeria. The loose photographs and negatives in 2001/090/2/2/2 cover the same locations and timeframe. The slightly disordered nature of this part of the collection, with duplicate prints in several different albums and jumbled envelopes of negatives, adds a real authenticity to this as the personal archive of a woman who seems to have been passionate about capturing and captioning her memories of an exciting period in her life, and sharing them with others.","1912-1937","3 boxes","default","default","default","default"
"2001/090/2/2/1","Trotter","South Africa","Cayman Islands","Guyana","Tanzania","Nigeria","Kenya","Uganda","UK","Barbados","Zanzibar","Series","Albums","These 12 albums contain images of Charles Trotter's parents and family life during his childhood. They begin with his mother, Margaret Duncan's, photographs from her teenage years and continue with images of her voyage out to East Africa and years working as a Post Office clerk in Kenya and Uganda. Subsequent albums contain photographs of James and Margaret Trotter with Charles as a baby/ child and their life in Uganda as well as visits back to the UK and elsewhere. The final albums in their series show James and Margaret's next posting in Nigeria, after Charles had returned to boarding school in the UK.

The majority of the images are concerned with Margaret, and later the Trotter family's, life overseas, with the main focus on family, friends, ceremonial and social events and comparatively few of local people. A number of the photographs are quite candid, showing Margaret in particular dancing and fooling around with friends. As such they give a real insight into how the family, and other expatriates around them, spent occasions such as Christmases and holidays and celebrated their children's milestones. Margaret's early images taken before her marriage are of particular interest in showing the life of a young woman in Africa in wartime, especially when read in conjunction with her diary of the period, 2001/090/2/3/1.

Most of the albums overlap chronologically, and contain duplicated images. One of the albums appears to have belonged to Charles Trotter at boarding school, and it is possible that others were either compiled for different family members using the same photographs or compiled later in Margaret's life.","1912 - 1937","2 boxes","default","default","default","default"
"2001/090/2/2/1/1","Trotter","UK","default","default","default","default","default","default","default","default","default","File","Margaret Duncan - UK","This album contains photographs of Margaret Trotter (nee Duncan) as a young woman, with friends and family at locations in Scotland and the Lake District including her family home Burnbrae, Balmullo, Fifeshire. Most of the images are informal portrait shots of individuals and groups, often photographed at social occasions including tennis games, picnics and tea parties. Most are captioned with the names of those photographed and sometimes locations. Several of the images feature soldiers and nurses in uniform. Two loose photographs are tucked inside the album: a portrait shot of Margaret Duncan and an unlabelled group photograph of WW1 soldiers.","1912 - 1916","1 volume","1 small hardbacked album with 14 pages, all of which have small b/w photographs glued to them, up to 12 per page. Most of the images bear inked manuscript annotations on the photographs themselves.","default","default","default"
"2001/090/2/2/1/10","Trotter","Uganda","Kenya","UK","Guernsey","default","default","default","default","default","default","File","Trotter family Uganda photographs","This album covers much of the Trotter family's period in Uganda in the 1920s. There is a large degree of overlap with photographs in the other albums, especially 2001/090/2/2/1/6-7.

There are a number of images of the family showing Charles as a young boy, and scenes of the forests near their home, as well as their friends and social occasions in Toro and Entebbe. There are pages devoted to the Prince of Wales's visit in October 1928, including a series of large images which are possibly purchases or press photographs. These include sese canoes greeting the Prince's ship, the K.A.R. Band with the Trotter family as bystanders in the foreground, the Trotters about to be presented to HRH and images of a sham fight. There are also photographs of the first aeroplane to land at Entebbe and the family's voyage home on the SS Matiana in 1929 before their European holiday, much of it seemingly spent with friends before visiting family in Scotland. There are also images within the album of an earlier voyage on the SS Mulbera.

The images are not in strictly chronological order, and some from much earlier have been pasted into the middle of the album, including one of James Trotter in Cambridge in 1916, wearing a military uniform and holding a walking stick. Some miscellaneous baby photographs of Charles, his parents and the family home have also been pasted in at intervals, including one of James Trotter posing with a tripod, possibly in the course of his work. The latter pages of the album contain a number of wedding photographs, including James and Margaret on their wedding day in Mombasa on 1 October 1921, and photographs of friends' children which were possibly sent to them. The final images, from 1930, show the family on safari and a view of the Sesebwa Falls, as well as a parade for the opening of the High Court in Kampala. There are 5 photographs tucked into the back of the album, including more of the Trotters on their wedding day and their home in Guernsey.","1916 - 1930","1 volume","1 hardbacked album with 48 pages, all of which have small b/w photographs glued to them. The images all carry manuscript captions in white pencil/ crayon. There are some loose images tucked inside the album.","default","default","default"
"2001/090/2/2/1/11","Trotter","Uganda","Yemen","Egypt","default","default","default","default","default","default","default","File","James Trotter album","This album appears to predominantly contain photographs of James Trotter's career and sporting pursuits, although there are also photographs of the family and young Charles which are in many cases duplicates of those found in other albums. There are several pages of photographs of royal visits, including the Duke and Duchess of York's visit to Uganda in February 1925 and the Prince of Wales's visit in October 1928. Photographs from the 1925 visit include pages devoted to the Omwoleko (ceremonial fight display) at Mengo, a parade at Entebbe Pier and presentation of addresses attended by the Kabaka. There are also several pages devoted to Trotter's rifle shooting pursuits, including pictures of competitions, teams and presentations between 1921 and 1926 and pictures of Trotter and friends at Bisley in 1929. There are also pictures of Sir Alan Cobham making the first flying boat descent on Lake Victoria in February 1928. Family pictures include James, Margaret and Charles in the gardens of their homes and with friends, often at expatriate social events. There are also pictures of the family's trip home on the SS Mulbera in 1926, showing images of Aden and Port Said.  Other photos from Uganda include the Catholic Rubaga Cathedral in Entebbe and several safari pictures of living and hunted animals inclding elephants, lions, rhino, cheetahs and giraffes. Two photographs tucked into the back of the album are of a classroom in Cambridge c. 1907 and a portrait postcard of the Trotter family. Folded inside the front of the album is a news cutting about a parade through London of the returning City Imperial Volunteers around 1900, led by a Major General Trotter.","c. 1921 - 1929","1 volume","1 hardbacked album with 24 pages, all of which have small b/w photographs inserted into mounts in a range of shapes and sizes. The images mostly carry manuscript captions, at least giving the dates, in white pencil/ crayon. There are some loose images tucked inside the album.","default","default","default"
